Date,Open,High,Low,Close,Change
2011_6_1_,1.2051,1.2064,1.1935,1.1935,-0.96%
2011_5_31_,1.2049,1.2051,1.2046,1.2051,0.02%
2011_5_30_,1.1987,1.2049,1.1963,1.2049,0.33%
2011_5_27_,1.2034,1.213,1.2009,1.2009,-0.21%
2011_5_26_,1.1955,1.2034,1.1952,1.2034,0.66%
2011_5_25_,1.195,1.1955,1.19,1.1955,0.04%
2011_5_24_,1.1944,1.1967,1.1944,1.195,0.05%
2011_5_23_,1.1927,1.1944,1.1884,1.1944,-0.16%
2011_5_20_,1.2015,1.2015,1.1963,1.1963,-0.43%
2011_5_19_,1.1946,1.2015,1.1945,1.2015,0.58%
2011_5_18_,1.2002,1.2039,1.1946,1.1946,-0.47%
2011_5_17_,1.189,1.2002,1.1889,1.2002,0.94%
2011_5_16_,1.19,1.1902,1.189,1.189,-0.42%
2011_5_13_,1.1957,1.196,1.194,1.194,-0.14%
2011_5_12_,1.1925,1.1957,1.1915,1.1957,0.27%
2011_5_11_,1.2002,1.2003,1.1925,1.1925,-0.64%
2011_5_10_,1.2025,1.2025,1.2002,1.2002,-0.19%
2011_5_9_,1.1878,1.2025,1.1869,1.2025,1.79%
2011_5_6_,1.1953,1.1953,1.1814,1.1814,-1.16%
2011_5_5_,1.1946,1.1953,1.1946,1.1953,0.06%
2011_5_4_,1.1924,1.1946,1.1922,1.1946,0.18%
2011_5_3_,1.1904,1.1924,1.1904,1.1924,0.17%
2011_5_2_,1.1968,1.1968,1.1904,1.1904,-0.48%
2011_4_29_,1.1998,1.1999,1.1962,1.1962,-0.30%
2011_4_28_,1.2034,1.2068,1.1998,1.1998,-0.30%
2011_4_27_,1.1975,1.2034,1.1973,1.2034,0.49%
2011_4_26_,1.1941,1.1975,1.1932,1.1975,0.28%
2011_4_25_,1.1969,1.197,1.1941,1.1941,-0.05%
2011_4_22_,1.1941,1.1947,1.194,1.1947,0.05%
2011_4_21_,1.1913,1.1941,1.1912,1.1941,0.24%
2011_4_20_,1.1944,1.1976,1.1913,1.1913,-0.26%
2011_4_19_,1.1939,1.1944,1.1938,1.1944,0.04%
2011_4_18_,1.1867,1.1939,1.1848,1.1939,0.39%
2011_4_15_,1.1935,1.1936,1.1893,1.1893,-0.35%
2011_4_14_,1.1879,1.1935,1.1879,1.1935,0.47%
2011_4_13_,1.1912,1.1916,1.1879,1.1879,-0.28%
2011_4_12_,1.1855,1.1912,1.1842,1.1912,0.48%
2011_4_11_,1.1926,1.1926,1.1855,1.1855,-0.65%
